Formulation	DrugName	SubCat	SubCat1
Syrup	Cetrizine	Painkiller	H1 Blocker
Ointment	Ibuprofen	Antihistamine	Penicillin
Ointment	Omeprazole	Antibiotic	PPI
Tablet	Cetrizine	Antacid	NSAID
Ointment	Paracetamol	Antihistamine	Salicylate
Ointment	Cetrizine	Painkiller	Penicillin
Syrup	Amoxicillin	Antibiotic	NSAID
Capsule	Amoxicillin	Antihistamine	Salicylate
Syrup	Paracetamol	Antacid	H1 Blocker
Injection	Ibuprofen	Antipyretic	Penicillin
Injection	Metformin	Antihistamine	Penicillin
Injection	Paracetamol	Antihistamine	Salicylate
Injection	Omeprazole	Antihistamine	H1 Blocker
Tablet	Ibuprofen	Antipyretic	H1 Blocker
Injection	Paracetamol	Antihistamine	Salicylate
Injection	Metformin	Antibiotic	Penicillin
Capsule	Metformin	Antacid	NSAID
Injection	Omeprazole	Antibiotic	NSAID
Ointment	Ibuprofen	Painkiller	Salicylate
Ointment	Amoxicillin	Antibiotic	PPI
Ointment	Metformin	Antihistamine	Salicylate
Capsule	Cetrizine	Antibiotic	Penicillin
Tablet	Amoxicillin	Antipyretic	Salicylate
Injection	Aspirin	Antihistamine	Salicylate
Ointment	Paracetamol	Antihistamine	H1 Blocker
Ointment	Metformin	Antacid	Salicylate
Ointment	Ibuprofen	Antacid	Penicillin
Injection	Cetrizine	Antihistamine	Salicylate
Syrup	Aspirin	Antihistamine	NSAID
Ointment	Paracetamol	Antibiotic	H1 Blocker
Ointment	Cetrizine	Antibiotic	PPI
Injection	Amoxicillin	Antacid	NSAID
Ointment	Omeprazole	Antacid	Salicylate
Ointment	Ibuprofen	Antihistamine	PPI
Capsule	Paracetamol	Antibiotic	PPI
Injection	Omeprazole	Antibiotic	H1 Blocker
Tablet	Omeprazole	Antipyretic	PPI
Tablet	Aspirin	Antacid	Salicylate
Tablet	Omeprazole	Antibiotic	Salicylate
Capsule	Omeprazole	Painkiller	NSAID
Injection	Aspirin	Antibiotic	Salicylate
Ointment	Ibuprofen	Antipyretic	NSAID
Syrup	Paracetamol	Antibiotic	NSAID
Ointment	Amoxicillin	Antihistamine	Salicylate
Injection	Ibuprofen	Antihistamine	Salicylate
Injection	Paracetamol	Painkiller	H1 Blocker
Injection	Amoxicillin	Antibiotic	Salicylate
Tablet	Aspirin	Painkiller	PPI
Tablet	Aspirin	Antacid	H1 Blocker
Injection	Paracetamol	Antipyretic	NSAID
Capsule	Aspirin	Painkiller	Penicillin
Capsule	Ibuprofen	Antihistamine	Salicylate
Ointment	Cetrizine	Antihistamine	PPI
Injection	Paracetamol	Antipyretic	NSAID
Ointment	Aspirin	Antipyretic	NSAID
Ointment	Cetrizine	Antipyretic	Penicillin
Tablet	Amoxicillin	Painkiller	H1 Blocker
Injection	Omeprazole	Antacid	PPI
Tablet	Amoxicillin	Antipyretic	NSAID
Injection	Ibuprofen	Antacid	PPI
Tablet	Cetrizine	Antipyretic	Penicillin
Injection	Paracetamol	Antacid	NSAID
Syrup	Cetrizine	Antacid	NSAID
Syrup	Amoxicillin	Antihistamine	Salicylate
Tablet	Cetrizine	Antacid	NSAID
Capsule	Omeprazole	Antibiotic	NSAID
Ointment	Metformin	Antihistamine	PPI
Capsule	Omeprazole	Antacid	PPI
Syrup	Omeprazole	Antipyretic	Penicillin
Ointment	Metformin	Antipyretic	PPI
Capsule	Paracetamol	Antipyretic	Salicylate
Syrup	Aspirin	Painkiller	Penicillin
Tablet	Ibuprofen	Antibiotic	PPI
Ointment	Omeprazole	Painkiller	NSAID
Ointment	Aspirin	Antipyretic	NSAID
Ointment	Amoxicillin	Antihistamine	Salicylate
Injection	Ibuprofen	Antacid	NSAID
Syrup	Paracetamol	Antihistamine	Penicillin
Ointment	Omeprazole	Painkiller	H1 Blocker
Capsule	Omeprazole	Antibiotic	PPI
Capsule	Metformin	Antacid	Salicylate
Capsule	Ibuprofen	Painkiller	Penicillin
Ointment	Paracetamol	Antibiotic	NSAID
Ointment	Cetrizine	Antacid	Penicillin
Ointment	Paracetamol	Antibiotic	PPI
Ointment	Metformin	Antihistamine	NSAID
Injection	Aspirin	Antihistamine	H1 Blocker
Tablet	Amoxicillin	Antipyretic	Salicylate
Capsule	Paracetamol	Antipyretic	H1 Blocker
Capsule	Metformin	Antihistamine	H1 Blocker
Ointment	Cetrizine	Painkiller	H1 Blocker
Ointment	Paracetamol	Antacid	NSAID
Injection	Amoxicillin	Antacid	NSAID
Injection	Amoxicillin	Painkiller	PPI
Capsule	Paracetamol	Antacid	Penicillin
Capsule	Paracetamol	Painkiller	Penicillin
Injection	Ibuprofen	Antibiotic	Salicylate
Capsule	Amoxicillin	Painkiller	Salicylate
Capsule	Amoxicillin	Antihistamine	Salicylate
Tablet	Aspirin	Painkiller	H1 Blocker
Injection	Cetrizine	Painkiller	Penicillin
Injection	Cetrizine	Antacid	H1 Blocker
Injection	Metformin	Antacid	NSAID
Capsule	Aspirin	Antibiotic	Penicillin
Injection	Metformin	Antihistamine	PPI
Syrup	Paracetamol	Antipyretic	Penicillin
Capsule	Cetrizine	Antihistamine	H1 Blocker
Capsule	Amoxicillin	Painkiller	Penicillin
Capsule	Omeprazole	Antibiotic	PPI
Ointment	Omeprazole	Painkiller	Penicillin
Injection	Metformin	Antipyretic	PPI
Capsule	Paracetamol	Painkiller	Penicillin
Syrup	Cetrizine	Painkiller	Penicillin
Syrup	Paracetamol	Painkiller	NSAID
Capsule	Omeprazole	Painkiller	PPI
Ointment	Metformin	Antibiotic	NSAID
Ointment	Paracetamol	Painkiller	H1 Blocker
Syrup	Aspirin	Painkiller	H1 Blocker
Syrup	Ibuprofen	Painkiller	H1 Blocker
Tablet	Metformin	Antacid	Penicillin
Capsule	Aspirin	Antihistamine	PPI
Ointment	Metformin	Antacid	NSAID
Tablet	Metformin	Antacid	Penicillin
Ointment	Metformin	Antipyretic	NSAID
Tablet	Ibuprofen	Antacid	Penicillin
Tablet	Paracetamol	Painkiller	Penicillin
Tablet	Ibuprofen	Antibiotic	H1 Blocker
Syrup	Aspirin	Antihistamine	PPI
Capsule	Amoxicillin	Antipyretic	Salicylate
Ointment	Amoxicillin	Painkiller	NSAID
Capsule	Omeprazole	Antacid	Salicylate
Capsule	Ibuprofen	Antacid	PPI
Tablet	Cetrizine	Antacid	Salicylate
Ointment	Metformin	Antibiotic	H1 Blocker
Capsule	Metformin	Antacid	H1 Blocker
Injection	Aspirin	Painkiller	Penicillin
Capsule	Amoxicillin	Antihistamine	PPI
Capsule	Metformin	Antibiotic	Penicillin
Syrup	Metformin	Antibiotic	NSAID
Ointment	Amoxicillin	Antibiotic	H1 Blocker
Capsule	Cetrizine	Antipyretic	Penicillin
Injection	Paracetamol	Antacid	Salicylate
Capsule	Ibuprofen	Antihistamine	Salicylate
Syrup	Cetrizine	Antibiotic	Salicylate
Syrup	Aspirin	Antipyretic	Salicylate
Ointment	Paracetamol	Painkiller	PPI
Tablet	Omeprazole	Antibiotic	Penicillin
Ointment	Aspirin	Antibiotic	H1 Blocker
Tablet	Cetrizine	Painkiller	Salicylate
Injection	Metformin	Antihistamine	Salicylate
Ointment	Ibuprofen	Antipyretic	Penicillin
Ointment	Ibuprofen	Antibiotic	PPI
Capsule	Omeprazole	Antipyretic	Penicillin
Capsule	Paracetamol	Antacid	Salicylate
Ointment	Omeprazole	Antacid	H1 Blocker
Ointment	Amoxicillin	Antihistamine	H1 Blocker
Syrup	Ibuprofen	Antihistamine	H1 Blocker
Syrup	Paracetamol	Antipyretic	NSAID
Syrup	Cetrizine	Antihistamine	Penicillin
Syrup	Amoxicillin	Antibiotic	Salicylate
Tablet	Amoxicillin	Painkiller	Penicillin
Capsule	Aspirin	Antihistamine	H1 Blocker
Ointment	Aspirin	Painkiller	Salicylate
Ointment	Aspirin	Painkiller	Penicillin
Ointment	Aspirin	Antacid	H1 Blocker
Capsule	Paracetamol	Antacid	NSAID
Syrup	Aspirin	Antihistamine	Salicylate
Ointment	Paracetamol	Antihistamine	Salicylate
Injection	Cetrizine	Antacid	H1 Blocker
Injection	Omeprazole	Antacid	Penicillin
Syrup	Amoxicillin	Antipyretic	H1 Blocker
Injection	Paracetamol	Painkiller	NSAID
Injection	Omeprazole	Antibiotic	NSAID
Capsule	Metformin	Antacid	NSAID
Capsule	Amoxicillin	Antihistamine	NSAID
Tablet	Omeprazole	Antipyretic	NSAID
Injection	Omeprazole	Antipyretic	Salicylate
Capsule	Ibuprofen	Antacid	PPI
Syrup	Paracetamol	Antipyretic	PPI
Injection	Omeprazole	Antipyretic	Penicillin
Injection	Omeprazole	Antipyretic	NSAID
Syrup	Amoxicillin	Antihistamine	H1 Blocker
Syrup	Paracetamol	Antacid	Penicillin
Tablet	Aspirin	Painkiller	Salicylate
Injection	Omeprazole	Antihistamine	NSAID
Tablet	Aspirin	Antipyretic	H1 Blocker
Syrup	Ibuprofen	Antipyretic	H1 Blocker
Capsule	Aspirin	Antipyretic	H1 Blocker
Injection	Ibuprofen	Antipyretic	H1 Blocker
Ointment	Omeprazole	Antacid	PPI
Capsule	Metformin	Antacid	Salicylate
Capsule	Aspirin	Antacid	NSAID
Tablet	Cetrizine	Antibiotic	NSAID
Injection	Aspirin	Antihistamine	PPI
Ointment	Paracetamol	Antihistamine	PPI
Tablet	Omeprazole	Antihistamine	Salicylate
Ointment	Metformin	Antihistamine	H1 Blocker
Capsule	Cetrizine	Antibiotic	NSAID
Syrup	Ibuprofen	Antibiotic	Penicillin
Ointment	Paracetamol	Antipyretic	PPI
Capsule	Cetrizine	Antipyretic	Salicylate
Capsule	Paracetamol	Antihistamine	Salicylate
Ointment	Ibuprofen	Antacid	NSAID
Ointment	Paracetamol	Antacid	PPI
Capsule	Ibuprofen	Antihistamine	NSAID
Ointment	Aspirin	Antibiotic	PPI
Tablet	Paracetamol	Antacid	Penicillin
Syrup	Metformin	Antibiotic	PPI
Syrup	Cetrizine	Painkiller	Penicillin
Injection	Metformin	Painkiller	H1 Blocker
Tablet	Aspirin	Antibiotic	Salicylate
Syrup	Metformin	Antipyretic	Penicillin
Syrup	Aspirin	Antihistamine	Salicylate
Injection	Ibuprofen	Antacid	PPI
Injection	Paracetamol	Antihistamine	H1 Blocker
Tablet	Amoxicillin	Antibiotic	Penicillin
Capsule	Paracetamol	Antibiotic	Salicylate
Capsule	Amoxicillin	Antipyretic	NSAID
Syrup	Omeprazole	Antihistamine	Salicylate
Ointment	Aspirin	Antipyretic	PPI
Syrup	Aspirin	Antibiotic	PPI
Syrup	Ibuprofen	Antacid	H1 Blocker
Injection	Metformin	Antihistamine	Penicillin
Ointment	Omeprazole	Antibiotic	H1 Blocker
Injection	Paracetamol	Antihistamine	Salicylate
Injection	Omeprazole	Painkiller	NSAID
Ointment	Paracetamol	Antibiotic	H1 Blocker
Capsule	Cetrizine	Painkiller	Salicylate
Ointment	Ibuprofen	Antihistamine	PPI
Tablet	Omeprazole	Antipyretic	NSAID
Ointment	Ibuprofen	Painkiller	Salicylate
Injection	Amoxicillin	Antihistamine	H1 Blocker
Ointment	Metformin	Antihistamine	PPI
Ointment	Cetrizine	Painkiller	Penicillin
Tablet	Omeprazole	Painkiller	Penicillin
Syrup	Metformin	Painkiller	PPI
Ointment	Paracetamol	Antacid	H1 Blocker
Syrup	Cetrizine	Antacid	NSAID
Capsule	Amoxicillin	Antibiotic	PPI
Syrup	Ibuprofen	Painkiller	Salicylate
Tablet	Ibuprofen	Antipyretic	Salicylate
Syrup	Metformin	Antipyretic	NSAID
Tablet	Omeprazole	Antipyretic	Penicillin
Tablet	Metformin	Antipyretic	PPI
Ointment	Paracetamol	Antipyretic	Salicylate
Tablet	Amoxicillin	Painkiller	Penicillin
Syrup	Cetrizine	Antipyretic	Penicillin
Ointment	Metformin	Antibiotic	PPI
Ointment	Omeprazole	Antihistamine	H1 Blocker
Tablet	Aspirin	Antacid	PPI
Injection	Amoxicillin	Antihistamine	Salicylate
Ointment	Paracetamol	Antibiotic	Penicillin
Tablet	Aspirin	Antihistamine	H1 Blocker
Ointment	Paracetamol	Antihistamine	Salicylate
Injection	Cetrizine	Antipyretic	NSAID
Syrup	Ibuprofen	Painkiller	Penicillin
Tablet	Amoxicillin	Antacid	PPI
Injection	Paracetamol	Painkiller	H1 Blocker
Injection	Paracetamol	Painkiller	H1 Blocker
Syrup	Ibuprofen	Antibiotic	Salicylate
Tablet	Amoxicillin	Antipyretic	Penicillin
Capsule	Ibuprofen	Antipyretic	NSAID
Tablet	Omeprazole	Antibiotic	PPI
Capsule	Amoxicillin	Antihistamine	NSAID
Injection	Omeprazole	Antipyretic	Penicillin
Capsule	Amoxicillin	Antacid	H1 Blocker
Capsule	Metformin	Painkiller	H1 Blocker
Capsule	Cetrizine	Antacid	PPI
Capsule	Paracetamol	Antihistamine	NSAID
Tablet	Amoxicillin	Antipyretic	Salicylate
Tablet	Metformin	Antipyretic	PPI
Tablet	Aspirin	Antipyretic	PPI
Capsule	Amoxicillin	Antihistamine	NSAID
Ointment	Amoxicillin	Antibiotic	Salicylate
Injection	Cetrizine	Painkiller	PPI
Ointment	Paracetamol	Antibiotic	NSAID
Tablet	Omeprazole	Antipyretic	H1 Blocker
Capsule	Ibuprofen	Antacid	H1 Blocker
Injection	Metformin	Antipyretic	Penicillin
Syrup	Omeprazole	Antacid	NSAID
Injection	Aspirin	Antihistamine	PPI
Tablet	Cetrizine	Antihistamine	H1 Blocker
Capsule	Omeprazole	Antihistamine	NSAID
Injection	Aspirin	Antibiotic	Penicillin
Injection	Metformin	Painkiller	H1 Blocker
Capsule	Paracetamol	Antacid	Penicillin
Syrup	Cetrizine	Antibiotic	Penicillin
Ointment	Metformin	Antibiotic	H1 Blocker
Capsule	Omeprazole	Painkiller	H1 Blocker
Syrup	Amoxicillin	Antipyretic	NSAID
Injection	Omeprazole	Antacid	Penicillin
Injection	Omeprazole	Antihistamine	Salicylate
Syrup	Metformin	Antihistamine	Penicillin
Syrup	Amoxicillin	Antibiotic	PPI
Injection	Metformin	Antipyretic	Penicillin
Ointment	Aspirin	Antibiotic	PPI
Injection	Amoxicillin	Antipyretic	H1 Blocker
Injection	Ibuprofen	Antibiotic	PPI
Tablet	Amoxicillin	Antipyretic	Salicylate
Ointment	Paracetamol	Antacid	Penicillin
Syrup	Cetrizine	Antihistamine	PPI
Syrup	Paracetamol	Antipyretic	PPI
Tablet	Omeprazole	Antibiotic	Penicillin
Injection	Omeprazole	Antipyretic	PPI
Ointment	Amoxicillin	Painkiller	H1 Blocker
Capsule	Amoxicillin	Painkiller	PPI
Capsule	Omeprazole	Antihistamine	Salicylate
Capsule	Paracetamol	Antacid	H1 Blocker
Syrup	Amoxicillin	Painkiller	H1 Blocker
Tablet	Cetrizine	Antihistamine	Penicillin
Capsule	Amoxicillin	Antihistamine	Salicylate
Ointment	Paracetamol	Antipyretic	Penicillin
Ointment	Amoxicillin	Painkiller	Salicylate
Tablet	Cetrizine	Painkiller	Salicylate
Capsule	Ibuprofen	Antacid	NSAID
Ointment	Aspirin	Antipyretic	Salicylate
Ointment	Metformin	Antacid	Penicillin
Capsule	Cetrizine	Antibiotic	H1 Blocker
Ointment	Cetrizine	Antibiotic	Penicillin
Capsule	Cetrizine	Antacid	Salicylate
Ointment	Metformin	Painkiller	H1 Blocker
Tablet	Omeprazole	Antacid	PPI
Capsule	Omeprazole	Painkiller	PPI
Ointment	Ibuprofen	Antihistamine	NSAID
Ointment	Omeprazole	Painkiller	H1 Blocker
Injection	Cetrizine	Antipyretic	H1 Blocker
Tablet	Aspirin	Antacid	H1 Blocker
Syrup	Omeprazole	Antihistamine	Salicylate
Ointment	Amoxicillin	Antipyretic	H1 Blocker
Syrup	Paracetamol	Antihistamine	H1 Blocker
Ointment	Cetrizine	Antihistamine	H1 Blocker
Syrup	Omeprazole	Antibiotic	H1 Blocker
Tablet	Aspirin	Antihistamine	PPI
Injection	Paracetamol	Antipyretic	H1 Blocker
Ointment	Amoxicillin	Painkiller	Penicillin
Injection	Cetrizine	Antihistamine	Penicillin
Ointment	Cetrizine	Antacid	H1 Blocker
Injection	Paracetamol	Painkiller	Salicylate
Ointment	Aspirin	Antipyretic	PPI
Tablet	Metformin	Painkiller	NSAID
Ointment	Aspirin	Antihistamine	Salicylate
Ointment	Omeprazole	Painkiller	Salicylate
Syrup	Aspirin	Antihistamine	Penicillin
Capsule	Cetrizine	Antacid	NSAID
Tablet	Ibuprofen	Antacid	Salicylate
Syrup	Omeprazole	Antipyretic	Penicillin
Syrup	Amoxicillin	Antacid	Salicylate
Tablet	Ibuprofen	Painkiller	PPI
Capsule	Amoxicillin	Antibiotic	NSAID
Injection	Aspirin	Antacid	H1 Blocker
Ointment	Metformin	Antibiotic	Penicillin
Ointment	Metformin	Antipyretic	NSAID
Tablet	Ibuprofen	Painkiller	H1 Blocker
Injection	Paracetamol	Antacid	PPI
Syrup	Metformin	Antipyretic	NSAID
Syrup	Omeprazole	Painkiller	H1 Blocker
Capsule	Omeprazole	Antibiotic	Penicillin
Injection	Cetrizine	Antipyretic	Penicillin
Injection	Cetrizine	Painkiller	NSAID
Syrup	Aspirin	Antacid	PPI
Injection	Amoxicillin	Antipyretic	NSAID
Syrup	Metformin	Antipyretic	Penicillin
Capsule	Amoxicillin	Antipyretic	PPI
Capsule	Amoxicillin	Antacid	NSAID
Capsule	Paracetamol	Painkiller	Salicylate
Injection	Omeprazole	Antihistamine	H1 Blocker
Ointment	Amoxicillin	Antibiotic	Penicillin
Syrup	Metformin	Antibiotic	Salicylate
Ointment	Amoxicillin	Antacid	Penicillin
Capsule	Cetrizine	Painkiller	PPI
Ointment	Paracetamol	Antihistamine	NSAID
Syrup	Metformin	Antacid	H1 Blocker
Ointment	Ibuprofen	Painkiller	H1 Blocker
Ointment	Metformin	Antibiotic	H1 Blocker
Injection	Aspirin	Antibiotic	NSAID
Tablet	Amoxicillin	Antihistamine	Penicillin
Syrup	Omeprazole	Antipyretic	NSAID
Injection	Aspirin	Antihistamine	H1 Blocker
Syrup	Paracetamol	Painkiller	H1 Blocker
Tablet	Omeprazole	Antihistamine	H1 Blocker
Syrup	Omeprazole	Painkiller	NSAID
Injection	Omeprazole	Antacid	Penicillin
Syrup	Cetrizine	Antibiotic	H1 Blocker
Capsule	Ibuprofen	Antibiotic	Salicylate
Syrup	Aspirin	Antihistamine	Penicillin
Injection	Paracetamol	Antacid	Salicylate
Injection	Omeprazole	Painkiller	Salicylate
Capsule	Amoxicillin	Antibiotic	PPI
Capsule	Omeprazole	Antacid	Penicillin
Injection	Aspirin	Antipyretic	PPI
Capsule	Ibuprofen	Antacid	PPI
Injection	Ibuprofen	Antihistamine	NSAID
Injection	Ibuprofen	Antipyretic	PPI
Syrup	Omeprazole	Painkiller	Penicillin
Capsule	Cetrizine	Antacid	NSAID
Capsule	Ibuprofen	Antibiotic	NSAID
Ointment	Cetrizine	Antibiotic	Salicylate
Syrup	Paracetamol	Antibiotic	Penicillin
Tablet	Ibuprofen	Antibiotic	Penicillin
Tablet	Paracetamol	Antipyretic	Penicillin
Syrup	Omeprazole	Antihistamine	Salicylate
Syrup	Aspirin	Antihistamine	PPI
Capsule	Metformin	Antipyretic	H1 Blocker
Injection	Ibuprofen	Antibiotic	Penicillin
Ointment	Paracetamol	Antacid	Penicillin
Tablet	Paracetamol	Antihistamine	PPI
Tablet	Amoxicillin	Antihistamine	NSAID
Tablet	Omeprazole	Antibiotic	Penicillin
Tablet	Paracetamol	Antihistamine	Salicylate
Syrup	Aspirin	Antacid	PPI
Capsule	Metformin	Antibiotic	PPI
Ointment	Paracetamol	Antacid	PPI
Syrup	Ibuprofen	Antacid	H1 Blocker
Capsule	Metformin	Painkiller	H1 Blocker
Ointment	Metformin	Antipyretic	H1 Blocker
Ointment	Cetrizine	Antibiotic	Penicillin
Syrup	Paracetamol	Antacid	PPI
Syrup	Omeprazole	Painkiller	Salicylate
Ointment	Aspirin	Painkiller	Salicylate
Ointment	Cetrizine	Antacid	NSAID
Injection	Amoxicillin	Antibiotic	Penicillin
Ointment	Cetrizine	Painkiller	PPI
Ointment	Cetrizine	Antacid	Salicylate
Ointment	Amoxicillin	Antipyretic	Salicylate
Tablet	Aspirin	Antacid	PPI
Tablet	Metformin	Antihistamine	H1 Blocker
Syrup	Ibuprofen	Painkiller	H1 Blocker
Ointment	Amoxicillin	Antibiotic	Penicillin
Injection	Omeprazole	Antihistamine	H1 Blocker
Ointment	Ibuprofen	Antipyretic	PPI
Syrup	Ibuprofen	Antihistamine	NSAID
Capsule	Aspirin	Antacid	NSAID
Injection	Paracetamol	Antihistamine	Penicillin
Ointment	Paracetamol	Antibiotic	Salicylate
Injection	Paracetamol	Antipyretic	Salicylate
Injection	Metformin	Antipyretic	Salicylate
Injection	Metformin	Antihistamine	NSAID
Ointment	Paracetamol	Antacid	PPI
Ointment	Omeprazole	Antipyretic	Penicillin
Tablet	Metformin	Antacid	PPI
Injection	Cetrizine	Antipyretic	H1 Blocker
Injection	Ibuprofen	Antacid	PPI
Ointment	Ibuprofen	Antihistamine	Penicillin
Syrup	Aspirin	Antibiotic	NSAID
Capsule	Amoxicillin	Painkiller	H1 Blocker
Tablet	Ibuprofen	Antacid	NSAID
Injection	Amoxicillin	Antibiotic	Salicylate
Tablet	Amoxicillin	Antibiotic	NSAID
Ointment	Paracetamol	Antihistamine	H1 Blocker
Injection	Cetrizine	Antacid	Penicillin
Ointment	Ibuprofen	Antacid	Penicillin
Capsule	Metformin	Painkiller	Salicylate
Tablet	Aspirin	Antihistamine	Penicillin
Tablet	Aspirin	Antibiotic	H1 Blocker
Syrup	Paracetamol	Antipyretic	NSAID
Syrup	Amoxicillin	Antacid	H1 Blocker
Tablet	Ibuprofen	Antihistamine	H1 Blocker
Ointment	Ibuprofen	Antibiotic	Penicillin
Ointment	Amoxicillin	Antacid	NSAID
Syrup	Aspirin	Antipyretic	NSAID
Tablet	Cetrizine	Antihistamine	PPI
Tablet	Ibuprofen	Antacid	PPI
Injection	Amoxicillin	Antacid	H1 Blocker
Ointment	Aspirin	Antibiotic	Salicylate
Tablet	Aspirin	Painkiller	Salicylate
Tablet	Amoxicillin	Painkiller	Penicillin
Capsule	Ibuprofen	Painkiller	Penicillin
Syrup	Cetrizine	Antihistamine	H1 Blocker
Ointment	Paracetamol	Antacid	H1 Blocker
Ointment	Omeprazole	Antacid	NSAID
Tablet	Amoxicillin	Antacid	Salicylate
Ointment	Omeprazole	Antipyretic	Salicylate
Ointment	Cetrizine	Painkiller	Salicylate
Syrup	Aspirin	Antibiotic	H1 Blocker
Tablet	Paracetamol	Antacid	H1 Blocker
Tablet	Aspirin	Painkiller	Salicylate
Ointment	Cetrizine	Antibiotic	PPI
Ointment	Ibuprofen	Antacid	NSAID
Syrup	Cetrizine	Painkiller	NSAID
Tablet	Cetrizine	Antihistamine	NSAID
Injection	Paracetamol	Antacid	NSAID
Tablet	Omeprazole	Antibiotic	Penicillin
Ointment	Omeprazole	Painkiller	Salicylate
Injection	Cetrizine	Antibiotic	H1 Blocker
Tablet	Omeprazole	Painkiller	Salicylate
Tablet	Aspirin	Antibiotic	H1 Blocker
Injection	Ibuprofen	Antipyretic	PPI
Injection	Omeprazole	Antibiotic	Salicylate
Syrup	Omeprazole	Antibiotic	PPI
Syrup	Omeprazole	Antipyretic	H1 Blocker
Syrup	Metformin	Antipyretic	H1 Blocker
Injection	Metformin	Painkiller	PPI
Capsule	Cetrizine	Painkiller	Penicillin
Ointment	Cetrizine	Antipyretic	Penicillin
Injection	Omeprazole	Antihistamine	PPI
Ointment	Omeprazole	Antihistamine	NSAID
Injection	Ibuprofen	Antibiotic	NSAID
Tablet	Omeprazole	Antihistamine	Salicylate
Tablet	Paracetamol	Painkiller	PPI
Tablet	Amoxicillin	Antipyretic	H1 Blocker
Capsule	Omeprazole	Antacid	PPI
Syrup	Amoxicillin	Antacid	H1 Blocker
Capsule	Paracetamol	Antihistamine	NSAID
Syrup	Omeprazole	Antihistamine	H1 Blocker
Capsule	Aspirin	Antibiotic	PPI
Syrup	Ibuprofen	Painkiller	H1 Blocker
Tablet	Omeprazole	Antacid	Salicylate
Capsule	Ibuprofen	Antibiotic	Penicillin
Syrup	Aspirin	Antibiotic	PPI
Injection	Omeprazole	Antibiotic	H1 Blocker
Ointment	Cetrizine	Antibiotic	Salicylate
Capsule	Paracetamol	Antihistamine	PPI
Capsule	Metformin	Painkiller	Penicillin
Syrup	Ibuprofen	Antipyretic	Penicillin
Injection	Ibuprofen	Antacid	NSAID
Tablet	Metformin	Painkiller	PPI
Syrup	Cetrizine	Antacid	Penicillin
Injection	Omeprazole	Antibiotic	Penicillin
Syrup	Omeprazole	Antihistamine	PPI
Capsule	Ibuprofen	Antacid	Salicylate
Injection	Amoxicillin	Antacid	Penicillin
Syrup	Omeprazole	Antihistamine	PPI
Tablet	Omeprazole	Antibiotic	PPI
Syrup	Cetrizine	Antibiotic	H1 Blocker
Capsule	Metformin	Antipyretic	H1 Blocker
Injection	Omeprazole	Antibiotic	H1 Blocker
Injection	Aspirin	Painkiller	Penicillin
Injection	Paracetamol	Antacid	H1 Blocker
Tablet	Ibuprofen	Antibiotic	Penicillin
Syrup	Omeprazole	Antipyretic	H1 Blocker
Ointment	Ibuprofen	Antipyretic	PPI
Injection	Amoxicillin	Antacid	PPI
Syrup	Omeprazole	Painkiller	H1 Blocker
Ointment	Metformin	Antibiotic	Salicylate
Injection	Ibuprofen	Antibiotic	PPI
Capsule	Aspirin	Antibiotic	PPI
Tablet	Aspirin	Antibiotic	PPI
Injection	Aspirin	Antipyretic	Penicillin
Injection	Amoxicillin	Antihistamine	H1 Blocker
Capsule	Omeprazole	Antibiotic	PPI
Ointment	Amoxicillin	Antibiotic	NSAID
Syrup	Cetrizine	Antacid	H1 Blocker
Capsule	Cetrizine	Antipyretic	H1 Blocker
Syrup	Aspirin	Antibiotic	PPI
Injection	Amoxicillin	Antacid	Salicylate
Capsule	Ibuprofen	Painkiller	Salicylate
Injection	Cetrizine	Antipyretic	Penicillin
Capsule	Cetrizine	Antipyretic	H1 Blocker
Injection	Amoxicillin	Painkiller	PPI
Syrup	Metformin	Antacid	H1 Blocker
Tablet	Omeprazole	Antipyretic	PPI
Tablet	Aspirin	Antibiotic	Penicillin
Capsule	Paracetamol	Antibiotic	Penicillin
Capsule	Metformin	Painkiller	Penicillin
Injection	Omeprazole	Antipyretic	Salicylate
Injection	Cetrizine	Antibiotic	Salicylate
Capsule	Aspirin	Antihistamine	H1 Blocker
Ointment	Paracetamol	Antibiotic	PPI
Injection	Omeprazole	Antibiotic	Penicillin
Tablet	Paracetamol	Antibiotic	Penicillin
Injection	Aspirin	Painkiller	H1 Blocker
Ointment	Amoxicillin	Antibiotic	Salicylate
Injection	Aspirin	Antipyretic	Penicillin
Tablet	Metformin	Antipyretic	Salicylate
Injection	Cetrizine	Antacid	Salicylate
Injection	Metformin	Antipyretic	Penicillin
Capsule	Metformin	Antihistamine	PPI
Tablet	Ibuprofen	Antipyretic	H1 Blocker
Ointment	Aspirin	Antibiotic	H1 Blocker
Capsule	Cetrizine	Antipyretic	NSAID
Tablet	Ibuprofen	Antacid	PPI
Ointment	Aspirin	Antibiotic	PPI
Syrup	Amoxicillin	Antihistamine	NSAID
Tablet	Aspirin	Antacid	Salicylate
Capsule	Ibuprofen	Antibiotic	Salicylate
Ointment	Metformin	Antacid	NSAID
Tablet	Amoxicillin	Antacid	NSAID
Tablet	Omeprazole	Antibiotic	PPI
Ointment	Cetrizine	Antacid	Penicillin
Injection	Ibuprofen	Antipyretic	H1 Blocker
Syrup	Omeprazole	Antipyretic	Salicylate
Syrup	Ibuprofen	Antibiotic	H1 Blocker
Ointment	Ibuprofen	Antipyretic	Penicillin
